"AREA","Community Tubes"
"AREA","Brinsworth and Catcliffe"
"TUBE","38 Dovecourt Road/24 Southend Rd (Jun 09)",437227,386269,-,-,-,-,-,29,-,28,28,-,-,-,-,-
"TUBE","25 Wybourn House Rd/ 16 Blackwell Close (May 08)",437179,387385,-,-,-,-,-,27,-,26,26,-,-,-,-,-
"TUBE","12 Ingram Court",436644,386658,-,-,-,-,-,26,-,26,26,-,-,-,-,-
"TUBE","5 Bard Street",436167,387515,-,-,-,-,-,39,-,34,34,-,-,-,-,-
"AREA","Breath Easy Group"
"TUBE","21 Manor Oaks Close",437200,387116,-,-,-,-,-,-,20,-,-,-,-,-,-,-
"TUBE","60 Ridgeway Rd, Manor Top",438171,384707,-,-,-,-,-,-,22,27,24,26,28,26,24,29
"TUBE","204 Harborough Ave, Manor Park",438194,386634,-,-,-,-,-,-,24,-,-,-,-,-,-,-
"TUBE","10 Houstead Rd, Darnall",439862,387360,-,-,-,-,-,-,23,25,22,22,24,21,21,-
"TUBE","Argyle Cl, Meersbrook",435574,384224,-,-,-,-,-,-,15,17,-,-,-,-,-,-
"AREA","Brinsworth Comprehensive"
"TUBE","Car park",441498,389784,-,-,-,-,-,-,27,-,-,-,-,-,-,-
"TUBE","Staff garden",441439,389761,-,-,-,-,-,-,31,-,-,-,-,-,-,-
"TUBE","Bungalow",441500,389762,-,-,-,-,-,-,29,-,-,-,-,-,-,-
"AREA","Brunswick School"
"TUBE","Science Garden",442626,385025,-,-,-,-,-,-,21,21,22,23,-,-,-,-
"TUBE","Millenium Garden",442627,384990,-,-,-,-,-,-,24,25,22,26,-,-,-,-
"TUBE","Top of Car Park",442602,384996,-,-,-,-,-,-,24,26,23,27,-,-,-,-
"TUBE","Top Yard",442648,384970,-,-,-,-,-,-,23,25,20,26,-,-,-,-
"TUBE","Bottom yard",442613,384920,-,-,-,-,-,-,22,23,22,27,-,-,-,-
"AREA","Crookes"
"TUBE","Wesleyan Chapel",432847,387475,-,-,-,-,-,-,21,15,19,18,-,-,-,-
"TUBE","Arran Road",432670,387290,-,-,-,-,-,-,16,16,15,16,18,16,13,13
"TUBE","Cross Lane",432572,387402,-,-,-,-,-,-,16,15,16,15,-,-,-,-
"AREA","Deepcar"
"TUBE","Lidl",427257,398421,-,-,-,-,-,-,27,31,32,33,35,31,33,32
"TUBE","PO",428189,398209,-,-,-,-,-,-,28,31,32,33,34,33,32,30
"TUBE","Carr Road",428818,397977,-,-,-,-,-,-,35,35,38,38,40,37,34,34
"AREA","Abbey Lane School"
"TUBE","School",434375,382590,-,-,-,-,-,-,-,-,22,-,-,-,-,-
"TUBE","Abbey Lane House",434387,382552,-,-,-,-,-,-,-,-,23,-,-,-,-,-
"AREA","Miscellaneous"
"TUBE","Hinde Hs La",437132,390985,-,-,-,-,-,-,22,26,25,25,27,25,23,25
"TUBE","Derbyshire La",435338,382924,-,-,-,-,-,-,21,24,21,22,25,21,20,22
"TUBE","Winchester Ave Back a",430008,385978,-,-,-,-,-,-,19,14,13,13,14,12,11,-
"TUBE","Winchester Ave Front b",430001,385968,-,-,-,-,-,-,21,16,14,16,18,16,15,-
"TUBE","127 Olive Grove Rd",435763,385627,-,-,-,-,-,-,-,-,-,-,28,-,-,-
"TUBE","1 Glossop Row, Oughtibridge",430725,393264,-,-,-,-,-,-,-,-,-,-,-,20,18,17
"TUBE","146 Abbeydale Road",434869,385276,-,-,-,-,-,-,-,-,-,-,-,43,45,39
"TUBE","150 Abbeydale Road",434862,385269,-,-,-,-,-,-,-,-,-,-,-,23,24,23
"TUBE","Barkers Pool Taxi Rank",435286,387224,-,-,-,-,-,-,-,-,-,-,-,-,-,47
"AREA","Netheredge"
"TUBE","25/27 Junction Road",433391,385607,-,-,-,23,31,27,24,27,25,22,26,22,-,-
"TUBE","13 Osbourne Road",433876,384973,-,-,-,22,32,28,28,29,29,28,30,29,28,27
"TUBE","35 Montgomery Road",434372,385218,-,-,-,22,29,25,23,24,23,22,26,23,21,22
"TUBE","Zeds Nether Edge Road",434200,384869,-,-,-,20,26,23,23,24,21,22,23,22,19,23
"TUBE","Clifford School Psalter Lane",433650,385574,-,-,-,18,27,23,23,24,21,22,24,21,20,22
"TUBE","Hunters Bar Juniors",433377,385701,-,-,-,-,-,-,-,-,-,-,-,-,29,30
"AREA","Penistone Road"
"TUBE","SCT Bedford St/Penistone Rd",434622,388387,-,-,-,-,-,-,33,36,33,32,37,35,31,30
"TUBE","Regent Court Floor 7",433572,389761,-,-,-,-,-,-,20,20,20,19,23,20,18,20
"TUBE","Catchbar Lane Traffic Light",433087,390643,-,-,-,-,-,-,47,46,49,45,48,44,47,42
"TUBE","Broughton Rd/Penistone Rd",433515,390188,-,-,-,-,-,-,34,38,32,32,40,32,31,34
"TUBE","Walkley La Newsagent Front",433308,389319,-,-,-,-,-,-,24,24,26,23,26,25,30,40
"TUBE","Walkley La Newsagent Rear",433320,389323,-,-,-,-,-,-,26,31,31,27,31,28,25,25
"TUBE","Regent Court Driveway",433505,389783,-,-,-,-,-,-,22,24,25,24,26,24,23,22
"AREA","Carter Knowle"
"TUBE","981 Abbeydale Road",433640,383391,-,-,-,-,-,-,-,33,39,35,40,37,36,34
"TUBE","La Scala",433601,383337,-,-,-,-,-,-,-,43,50,48,52,45,47,43
"TUBE","102 Archer Road",434188,383548,-,-,-,-,-,-,-,32,32,33,35,32,34,32
"TUBE","Chippendale",434123,383874,-,-,-,-,-,-,-,45,47,44,48,44,45,41
"TUBE","879 Abbeydale Road",434143,383915,-,-,-,-,-,-,-,40,46,43,48,43,41,38
"AREA","Meadow"
"TUBE","Gypsy Queen/Sainsburys",443528,383052,-,-,-,-,-,-,-,-,-,29,30,29,27,-
"TUBE","Home Décor, Waterthorpe Greenway",442647,383139,-,-,-,-,-,-,-,-,-,22,23,26,28,-
"TUBE","Moss Way/Donetsk Way",442477,383103,-,-,-,-,-,-,-,-,-,46,47,46,48,-
"TUBE","Moss Way/Birley Spa Lane",442554,383390,-,-,-,-,-,-,-,-,-,32,36,36,41,-
"TUBE","Moss Grove",442663,383322,-,-,-,-,-,-,-,-,-,26,27,28,26,-
"AREA","Ecclesfield"
"TUBE","102 Mill Road",435727,394402,-,-,-,-,-,-,-,-,-,30,32,31,-,-
"TUBE","128 The Common",435837,394317,-,-,-,-,-,-,-,-,-,33,35,34,-,-
"TUBE","Harrods Green Lane/The Common",436127,393984,-,-,-,-,-,-,-,-,-,30,32,32,-,-
"AREA","Ecclesall Forum"
"TUBE","Books on the Park, 749 Ecclesall Rd/Marmion Rd",432921,385647,-,-,-,-,-,-,-,-,-,38,44,39,36,34
"TUBE","Unique Hair, 828 Ecclesall Rd/Greystones Rd",432826,385415,-,-,-,-,-,-,-,-,-,36,39,36,34,34
"TUBE","Midgeleys Greengrocer, 946 Ecclesall Rd/Psalter La",432086,385029,-,-,-,-,-,-,-,-,-,31,34,29,29,28
"TUBE","Ecclesall Fisheries, 97 Ecclesall Rd South",432651,384491,-,-,-,-,-,-,-,-,-,53,61,57,53,51
"TUBE","Knowle La/Ecclesall Rd South Bus Terminus",432428,384276,-,-,-,-,-,-,-,-,-,45,52,41,42,35
"TUBE","Ecclesall Junior School - Ringinglow Rd from Dec 12?",432241,384592,-,-,-,-,-,-,-,-,-,-,33,32,30,29
"TUBE","High Storrs School",431909,384517,-,-,-,-,-,-,-,-,-,-,25,24,22,22
"AREA","Broomhill Forum"
"TUBE","Manchester Rd/Lawson Rd",433103,386770,-,-,-,-,-,-,-,-,-,44,51,47,-,-
"TUBE","Whitham Rd/Crookes Rd",433325,386890,-,-,-,-,-,-,-,-,-,44,55,46,-,-
"TUBE","Newbould Lane/Glossop Rd",433530,386757,-,-,-,-,-,-,-,-,-,37,40,36,-,-
"TUBE","Weston Park opp. Childrens Hospital",434024,387250,-,-,-,-,-,-,-,-,-,33,39,37,-,-
